"Group_ID","Name","Peptide count","Unique peptide count","E value","COG accession","COG name","COG category","NOG accession","NOG name","NOG category","KEGG accession","KEGG name","GOBP accession","GOBP name","GOCC accession","GOCC name","GOMF accession","GOMF name","MS2 count CYC","MS2 count ADV","MS2 count MAL","LFQ intensity CYC","LFQ intensity ADV","LFQ intensity MAL",
"623","1A-dyr5-06_GL0040381","3","1","0.0","COG0085","DNA-directed RNA polymerase, beta subunit/140 kD subunit(1459)","Transcription","COG0086","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)","Transcription","00230","Purine metabolism ","GO:0090304; GO:0019438; GO:0044271; GO:0034641; GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0009058; GO:0044238; GO:0006807; GO:0006351; GO:0006366; GO:0044249; GO:0016070; GO:0034654; GO:0071704; GO:0006139; GO:0034645; GO:0006725; GO:0032774; GO:1901360; GO:0010467; GO:0008152; GO:0046483; GO:0009059; GO:0044237; GO:0018130; GO:1901362 ","nucleic acid metabolic process; aromatic compound biosynthetic process; cellular nitrogen compound biosynthetic process; cellular nitrogen compound metabolic process; macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; biosynthetic process; primary metabolic process; nitrogen compound metabolic process; transcription, DNA-dependent; transcription from RNA polymerase II promoter; cellular biosynthetic process; RNA metabolic process; nucleobase-containing compound biosynthetic process; organic substance metabolic process; nucleobase-containing compound metabolic process; cellular macromolecule biosynthetic process; cellular aromatic compound metabolic process; RNA biosynthetic process; organic cyclic compound metabolic process; gene expression; metabolic process; heterocycle metabolic process; macromolecule biosynthetic process; cellular metabolic process; heterocycle biosynthetic process; organic cyclic compound biosynthetic process ","GO:0000428; GO:0031981; GO:0043233; GO:0044422; GO:0044428; GO:0032991; GO:0030880; GO:0044424; GO:0070013; GO:0055029; GO:0043226; GO:0005623; GO:0043227; GO:0044464; GO:0043234; GO:0044446; GO:0016591; GO:0043231; GO:0043229; GO:0005634; GO:0044451; GO:0005622; GO:0005654; GO:0005665; GO:0031974 ","DNA-directed RNA polymerase complex; nuclear lumen; organelle lumen; organelle part; nuclear part; macromolecular complex; RNA polymerase complex; intracellular part; intracellular organelle lumen; nuclear DNA-directed RNA polymerase complex; organelle; cell; membrane-bounded organelle; cell part; protein complex; intracellular organelle part; DNA-directed RNA polymerase II, holoenzyme; intracellular membrane-bounded organelle; intracellular organelle; nucleus; nucleoplasm part; intracellular; nucleoplasm; DNA-directed RNA polymerase II, core complex; membrane-enclosed lumen ","GO:0001882; GO:0003676; GO:0003677; GO:0003824; GO:0003899; GO:0005488; GO:0008270; GO:0016740; GO:0016772; GO:0016779; GO:0032549; GO:0034062; GO:0036094; GO:0043167; GO:0043169; GO:0046872; GO:0046914; GO:0097159; GO:1901363 ","nucleoside binding; nucleic acid binding; DNA binding; catalytic activity; DNA-directed RNA polymerase activity; binding; zinc ion binding; transferase activity; transferase activity, transferring phosphorus-containing groups; nucleotidyltransferase activity; ribonucleoside binding; RNA polymerase activity; small molecule binding; ion binding; cation binding; metal ion binding; transition metal ion binding; organic cyclic compound binding; heterocyclic compound binding ","0","0","0","0.0","0.0","9145500.0",
"624","37_GL0058908","5","2","0.0","COG0811","Biopolymer transport protein ExbB/TolQ(314)","Intracellular trafficking, secretion, and vesicular transport","COG0811","MotA TolQ exbB proton channel","Intracellular trafficking, secretion, and vesicular transport","01120","Microbial metabolism in diverse environments ","GO:0045184; GO:0015031; GO:0033036; GO:0008104; GO:0051234; GO:0051179; GO:0071702; GO:0006810 ","establishment of protein localization; protein transport; macromolecule localization; protein localization; establishment of localization; localization; organic substance transport; transport ","GO:0031224; GO:0016020; GO:0016021; GO:0044425 ","intrinsic to membrane; membrane; integral to membrane; membrane part ","GO:0005215; GO:0008565; GO:0022892 ","transporter activity; protein transporter activity; substrate-specific transporter activity ","0","0","0","6.2455E7","4.6584E7","3.3018E7",
"625","S-Fe1_GL0165376","3","1","0.0","COG0201","Preprotein translocase subunit SecY(892)","Intracellular trafficking, secretion, and vesicular transport","COG0201","The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently (By similarity)","Intracellular trafficking, secretion, and vesicular transport","03060","Protein export ","GO:0043952; GO:0065002; GO:0070727; GO:0045184; GO:0044699; GO:0051641; GO:0044765; GO:0009987; GO:0071806; GO:0015031; GO:0055085; GO:0033036; GO:0008104; GO:0051234; GO:0006886; GO:0051179; GO:0071702; GO:0006810; GO:0046907; GO:0044763; GO:0051649; GO:0034613; GO:0006605 ","protein transport by the Sec complex; intracellular protein transmembrane transport; cellular macromolecule localization; establishment of protein localization; single-organism process; cellular localization; single-organism transport; cellular process; protein transmembrane transport; protein transport; transmembrane transport; macromolecule localization; protein localization; establishment of localization; intracellular protein transport; localization; organic substance transport; transport; intracellular transport; single-organism cellular process; establishment of localization in cell; cellular protein localization; protein targeting ","GO:0005886; GO:0071944; GO:0031224; GO:0005623; GO:0044464; GO:0016020; GO:0016021; GO:0044425 ","plasma membrane; cell periphery; intrinsic to membrane; cell; cell part; membrane; integral to membrane; membrane part ","","","0","0","0","1.4797E7","8887100.0","7782300.0",
"626","1A-dyr5-07_GL0022578","2","2","0.0","COG0080","Ribosomal protein L11(529)","Translation, ribosomal structure and biogenesis","COG0080","This protein binds directly to 23S ribosomal RNA (By similarity)","Translation, ribosomal structure and biogenesis","03010","Ribosome ","GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0006412; GO:0009058; GO:0044238; GO:0044267; GO:0044249; GO:0071704; GO:0034645; GO:0019538; GO:0010467; GO:0008152; GO:0009059; GO:0044237 ","macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; translation; biosynthetic process; primary metabolic process; cellular protein metabolic process; cellular biosynthetic process; organic substance metabolic process; cellular macromolecule biosynthetic process; protein metabolic process; gene expression; metabolic process; macromolecule biosynthetic process; cellular metabolic process ","GO:0005840; GO:0032991; GO:0044444; GO:0044424; GO:0043228; GO:0043226; GO:0005623; GO:0044464; GO:0043229; GO:0030529; GO:0043232; GO:0005622; GO:0005737 ","ribosome; macromolecular complex; cytoplasmic part; intracellular part; non-membrane-bounded organelle; organelle; cell; cell part; intracellular organelle; ribonucleoprotein complex; intracellular non-membrane-bounded organelle; intracellular; cytoplasm ","GO:0003676; GO:0003723; GO:0003735; GO:0005198; GO:0005488; GO:0019843; GO:0097159; GO:1901363 ","nucleic acid binding; RNA binding; structural constituent of ribosome; structural molecule activity; binding; rRNA binding; organic cyclic compound binding; heterocyclic compound binding ","0","0","0","5.1035E7","5.4249E7","7.0976E7",
"627","MH-0-3_GL0023218","1","1","0.0","COG0206","Cell division GTPase FtsZ(822)","Cell cycle control, cell division, chromosome partitioning","COG0206","Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)","Cell cycle control, cell division, chromosome partitioning","04112","Cell cycle - Caulobacter ","GO:0044085; GO:0009259; GO:0009116; GO:0009117; GO:0009205; GO:0009261; GO:0044699; GO:0019439; GO:0051301; GO:1901658; GO:0006152; GO:0006753; GO:0019693; GO:0071840; GO:0009119; GO:0034655; GO:0046130; GO:0009166; GO:0034641; GO:0009154; GO:0019637; GO:1901657; GO:0042454; GO:0009987; GO:0000910; GO:0055086; GO:0032505; GO:1901135; GO:0043093; GO:0043933; GO:0032506; GO:0016043; GO:0065003; GO:0044238; GO:0044281; GO:0046128; GO:0006807; GO:0044710; GO:0022607; GO:1901565; GO:0007017; GO:1901068; GO:0006793; GO:1901564; GO:1901136; GO:1901069; GO:0009150; GO:0009203; GO:0042278; GO:0022402; GO:1901292; GO:0071704; GO:0006139; GO:0006461; GO:0000917; GO:0072523; GO:0044248; GO:0034622; GO:1901361; GO:0046039; GO:0006184; GO:0009207; GO:0051258; GO:0009143; GO:0070271; GO:0006725; GO:0009144; GO:0009056; GO:1901360; GO:0046700; GO:0007049; GO:0009199; GO:0006163; GO:0019954; GO:0044763; GO:0072521; GO:0008152; GO:0000003; GO:0071822; GO:0006796; GO:0043623; GO:0046483; GO:1901575; GO:0046434; GO:0090529; GO:0006195; GO:0044237; GO:0009164; GO:0009141; GO:0009146; GO:0044270 ","cellular component biogenesis; ribonucleotide metabolic process; nucleoside metabolic process; nucleotide metabolic process; purine ribonucleoside triphosphate metabolic process; ribonucleotide catabolic process; single-organism process; aromatic compound catabolic process; cell division; glycosyl compound catabolic process; purine nucleoside catabolic process; nucleoside phosphate metabolic process; ribose phosphate metabolic process; cellular component organization or biogenesis; ribonucleoside metabolic process; nucleobase-containing compound catabolic process; purine ribonucleoside catabolic process; nucleotide catabolic process; cellular nitrogen compound metabolic process; purine ribonucleotide catabolic process; organophosphate metabolic process; glycosyl compound metabolic process; ribonucleoside catabolic process; cellular process; cytokinesis; nucleobase-containing small molecule metabolic process; reproduction of a single-celled organism; carbohydrate derivative metabolic process; cytokinesis by binary fission; macromolecular complex subunit organization; cytokinetic process; cellular component organization; macromolecular complex assembly; primary metabolic process; small molecule metabolic process; purine ribonucleoside metabolic process; nitrogen compound metabolic process; single-organism metabolic process; cellular component assembly; organonitrogen compound catabolic process; microtubule-based process; guanosine-containing compound metabolic process; phosphorus metabolic process; organonitrogen compound metabolic process; carbohydrate derivative catabolic process; guanosine-containing compound catabolic process; purine ribonucleotide metabolic process; ribonucleoside triphosphate catabolic process; purine nucleoside metabolic process; cell cycle process; nucleoside phosphate catabolic process; organic substance metabolic process; nucleobase-containing compound metabolic process; protein complex assembly; barrier septum assembly; purine-containing compound catabolic process; cellular catabolic process; cellular macromolecular complex assembly; organic cyclic compound catabolic process; GTP metabolic process; GTP catabolic process; purine ribonucleoside triphosphate catabolic process; protein polymerization; nucleoside triphosphate catabolic process; protein complex biogenesis; cellular aromatic compound metabolic process; purine nucleoside triphosphate metabolic process; catabolic process; organic cyclic compound metabolic process; heterocycle catabolic process; cell cycle; ribonucleoside triphosphate metabolic process; purine nucleotide metabolic process; asexual reproduction; single-organism cellular process; purine-containing compound metabolic process; metabolic process; reproduction; protein complex subunit organization; phosphate-containing compound metabolic process; cellular protein complex assembly; heterocycle metabolic process; organic substance catabolic process; organophosphate catabolic process; cell septum assembly; purine nucleotide catabolic process; cellular metabolic process; nucleoside catabolic process; nucleoside triphosphate metabolic process; purine nucleoside triphosphate catabolic process; cellular nitrogen compound catabolic process ","GO:0032153; GO:0044422; GO:0032991; GO:0044424; GO:0043228; GO:0043226; GO:0005856; GO:0005623; GO:0044464; GO:0043234; GO:0044446; GO:0043229; GO:0043232; GO:0005622; GO:0015630; GO:0044430; GO:0005737; GO:0005874 ","cell division site; organelle part; macromolecular complex; intracellular part; non-membrane-bounded organelle; organelle; cytoskeleton; cell; cell part; protein complex; intracellular organelle part; intracellular organelle; intracellular non-membrane-bounded organelle; intracellular; microtubule cytoskeleton; cytoskeletal part; cytoplasm; microtubule ","GO:0000166; GO:0001882; GO:0001883; GO:0003824; GO:0003924; GO:0005488; GO:0005525; GO:0016462; GO:0016787; GO:0016817; GO:0016818; GO:0017076; GO:0017111; GO:0019001; GO:0032549; GO:0032550; GO:0032553; GO:0032555; GO:0032561; GO:0035639; GO:0036094; GO:0043167; GO:0043168; GO:0097159; GO:1901265; GO:1901363 ","nucleotide binding; nucleoside binding; purine nucleoside binding; catalytic activity; GTPase activity; binding; GTP binding; pyrophosphatase activity; hydrolase activity; hydrolase activity, acting on acid anhydrides; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; purine nucleotide binding; nucleoside-triphosphatase activity; guanyl nucleotide binding; ribonucleoside binding; purine ribonucleoside binding; ribonucleotide binding; purine ribonucleotide binding; guanyl ribonucleotide binding; purine ribonucleoside triphosphate binding; small molecule binding; ion binding; anion binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","0.0","4193300.0","2802800.0",
"628","1B-dyr11-07_GL0013858","4","2","0.0","COG0050","Translation elongation factor EF-Tu, a GTPase(698)","Translation, ribosomal structure and biogenesis","COG0050","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)","Translation, ribosomal structure and biogenesis","04626","Plant-pathogen interaction ","GO:0009259; GO:0009116; GO:0009117; GO:0009205; GO:0009261; GO:0019439; GO:1901658; GO:0006152; GO:0006753; GO:0019693; GO:0009119; GO:0034655; GO:0046130; GO:0009166; GO:0034641; GO:0009154; GO:0043170; GO:0019637; GO:1901657; GO:0042454; GO:0009987; GO:0055086; GO:0044260; GO:1901576; GO:1901135; GO:0006412; GO:0009058; GO:0044238; GO:0044281; GO:0046128; GO:0006807; GO:0044710; GO:1901565; GO:1901068; GO:0006793; GO:1901564; GO:1901136; GO:1901069; GO:0044267; GO:0044249; GO:0009150; GO:0009203; GO:0042278; GO:1901292; GO:0071704; GO:0006139; GO:0072523; GO:0044248; GO:1901361; GO:0046039; GO:0006184; GO:0009207; GO:0034645; GO:0019538; GO:0009143; GO:0006725; GO:0009144; GO:0009056; GO:1901360; GO:0046700; GO:0009199; GO:0006163; GO:0006414; GO:0010467; GO:0072521; GO:0008152; GO:0006796; GO:0046483; GO:1901575; GO:0009059; GO:0046434; GO:0006195; GO:0044237; GO:0009164; GO:0009141; GO:0009146; GO:0044270 ","ribonucleotide metabolic process; nucleoside metabolic process; nucleotide metabolic process; purine ribonucleoside triphosphate metabolic process; ribonucleotide catabolic process; aromatic compound catabolic process; glycosyl compound catabolic process; purine nucleoside catabolic process; nucleoside phosphate metabolic process; ribose phosphate metabolic process; ribonucleoside metabolic process; nucleobase-containing compound catabolic process; purine ribonucleoside catabolic process; nucleotide catabolic process; cellular nitrogen compound metabolic process; purine ribonucleotide catabolic process; macromolecule metabolic process; organophosphate metabolic process; glycosyl compound metabolic process; ribonucleoside catabolic process; cellular process; nucleobase-containing small molecule metabolic process; cellular macromolecule metabolic process; organic substance biosynthetic process; carbohydrate derivative metabolic process; translation; biosynthetic process; primary metabolic process; small molecule metabolic process; purine ribonucleoside metabolic process; nitrogen compound metabolic process; single-organism metabolic process; organonitrogen compound catabolic process; guanosine-containing compound metabolic process; phosphorus metabolic process; organonitrogen compound metabolic process; carbohydrate derivative catabolic process; guanosine-containing compound catabolic process; cellular protein metabolic process; cellular biosynthetic process; purine ribonucleotide metabolic process; ribonucleoside triphosphate catabolic process; purine nucleoside metabolic process; nucleoside phosphate catabolic process; organic substance metabolic process; nucleobase-containing compound metabolic process; purine-containing compound catabolic process; cellular catabolic process; organic cyclic compound catabolic process; GTP metabolic process; GTP catabolic process; purine ribonucleoside triphosphate catabolic process; cellular macromolecule biosynthetic process; protein metabolic process; nucleoside triphosphate catabolic process; cellular aromatic compound metabolic process; purine nucleoside triphosphate metabolic process; catabolic process; organic cyclic compound metabolic process; heterocycle catabolic process; ribonucleoside triphosphate metabolic process; purine nucleotide metabolic process; translational elongation; gene expression; purine-containing compound metabolic process; metabolic process; phosphate-containing compound metabolic process; heterocycle metabolic process; organic substance catabolic process; macromolecule biosynthetic process; organophosphate catabolic process; purine nucleotide catabolic process; cellular metabolic process; nucleoside catabolic process; nucleoside triphosphate metabolic process; purine nucleoside triphosphate catabolic process; cellular nitrogen compound catabolic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0000166; GO:0001882; GO:0001883; GO:0003676; GO:0003723; GO:0003746; GO:0003824; GO:0003924; GO:0005488; GO:0005525; GO:0008135; GO:0016462; GO:0016787; GO:0016817; GO:0016818; GO:0017076; GO:0017111; GO:0019001; GO:0032549; GO:0032550; GO:0032553; GO:0032555; GO:0032561; GO:0035639; GO:0036094; GO:0043167; GO:0043168; GO:0097159; GO:1901265; GO:1901363 ","nucleotide binding; nucleoside binding; purine nucleoside binding; nucleic acid binding; RNA binding; translation elongation factor activity; catalytic activity; GTPase activity; binding; GTP binding; translation factor activity, nucleic acid binding; pyrophosphatase activity; hydrolase activity; hydrolase activity, acting on acid anhydrides; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; purine nucleotide binding; nucleoside-triphosphatase activity; guanyl nucleotide binding; ribonucleoside binding; purine ribonucleoside binding; ribonucleotide binding; purine ribonucleotide binding; guanyl ribonucleotide binding; purine ribonucleoside triphosphate binding; small molecule binding; ion binding; anion binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","0.0","0.0","5433900.0",
"629","1B-dyr11-07_GL0020626","6","1","1.0","COG1866","Phosphoenolpyruvate carboxykinase, ATP-dependent(543)","Energy production and conversion","COG1866","Phosphoenolpyruvate Carboxylase","Energy production and conversion","00010","Glycolysis / Gluconeogenesis ","GO:0046364; GO:0009987; GO:0019318; GO:1901576; GO:0009058; GO:0044238; GO:0006094; GO:0006793; GO:0044723; GO:0071704; GO:0005975; GO:0016051; GO:0005996; GO:0006006; GO:0008152; GO:0016310; GO:0006796; GO:0044237; GO:0019319 ","monosaccharide biosynthetic process; cellular process; hexose metabolic process; organic substance biosynthetic process; biosynthetic process; primary metabolic process; gluconeogenesis; phosphorus metabolic process; single-organism carbohydrate metabolic process; organic substance metabolic process; carbohydrate metabolic process; carbohydrate biosynthetic process; monosaccharide metabolic process; glucose metabolic process; metabolic process; phosphorylation; phosphate-containing compound metabolic process; cellular metabolic process; hexose biosynthetic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0000166; GO:0001882; GO:0001883; GO:0003824; GO:0004611; GO:0004612; GO:0005488; GO:0005524; GO:0016301; GO:0016740; GO:0016772; GO:0016829; GO:0016830; GO:0016831; GO:0017076; GO:0030554; GO:0032549; GO:0032550; GO:0032553; GO:0032555; GO:0032559; GO:0035639; GO:0036094; GO:0043167; GO:0043168; GO:0097159; GO:1901265; GO:1901363 ","nucleotide binding; nucleoside binding; purine nucleoside binding; catalytic activity; phosphoenolpyruvate carboxykinase activity; phosphoenolpyruvate carboxykinase (ATP) activity; binding; ATP binding; kinase activity; transferase activity; transferase activity, transferring phosphorus-containing groups; lyase activity; carbon-carbon lyase activity; carboxy-lyase activity; purine nucleotide binding; adenyl nucleotide binding; ribonucleoside binding; purine ribonucleoside binding; ribonucleotide binding; purine ribonucleotide binding; adenyl ribonucleotide binding; purine ribonucleoside triphosphate binding; small molecule binding; ion binding; anion binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","0.0","6144300.0","0.0",
"630","1B-dyr11-07_GL0023760","7","4","0.0","COG0057","Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase(698)","Carbohydrate transport and metabolism","COG0057","glyceraldehyde3phosphate dehydrogenase","Carbohydrate transport and metabolism","00010","Glycolysis / Gluconeogenesis ","GO:0042822; GO:0019637; GO:0009987; GO:0019318; GO:1901576; GO:0009058; GO:0046365; GO:0044238; GO:0044281; GO:0044710; GO:0006793; GO:0044723; GO:0044249; GO:0051186; GO:0071704; GO:0005975; GO:0042823; GO:0051188; GO:0044724; GO:0005996; GO:0009056; GO:0006007; GO:0006732; GO:0019320; GO:0016052; GO:0006006; GO:0008152; GO:0009108; GO:0006796; GO:0006091; GO:1901575; GO:0090407; GO:0055114; GO:0006096; GO:0044237 ","pyridoxal phosphate metabolic process; organophosphate metabolic process; cellular process; hexose metabolic process; organic substance biosynthetic process; biosynthetic process; monosaccharide catabolic process; primary metabolic process; small molecule metabolic process; single-organism metabolic process; phosphorus metabolic process; single-organism carbohydrate metabolic process; cellular biosynthetic process; cofactor metabolic process; organic substance metabolic process; carbohydrate metabolic process; pyridoxal phosphate biosynthetic process; cofactor biosynthetic process; single-organism carbohydrate catabolic process; monosaccharide metabolic process; catabolic process; glucose catabolic process; coenzyme metabolic process; hexose catabolic process; carbohydrate catabolic process; glucose metabolic process; metabolic process; coenzyme biosynthetic process; phosphate-containing compound metabolic process; generation of precursor metabolites and energy; organic substance catabolic process; organophosphate biosynthetic process; oxidation-reduction process; glycolysis; cellular metabolic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0000166; GO:0003824; GO:0004365; GO:0005488; GO:0016491; GO:0016620; GO:0016903; GO:0036094; GO:0048001; GO:0048037; GO:0050661; GO:0050662; GO:0051287; GO:0097159; GO:1901265; GO:1901363 ","nucleotide binding; catalytic activity; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity; binding; oxidoreductase activity; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; oxidoreductase activity, acting on the aldehyde or oxo group of donors; small molecule binding; erythrose-4-phosphate dehydrogenase activity; cofactor binding; NADP binding; coenzyme binding; NAD binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","1.7721E7","3.7268E7","2.2894E7",
"631","1B-dyr12-07_GL0005285","4","1","1.0","COG1866","Phosphoenolpyruvate carboxykinase, ATP-dependent(543)","Energy production and conversion","COG1866","Phosphoenolpyruvate Carboxylase","Energy production and conversion","00010","Glycolysis / Gluconeogenesis ","GO:0046364; GO:0009987; GO:0019318; GO:1901576; GO:0009058; GO:0044238; GO:0006094; GO:0006793; GO:0044723; GO:0071704; GO:0005975; GO:0016051; GO:0005996; GO:0006006; GO:0008152; GO:0016310; GO:0006796; GO:0044237; GO:0019319 ","monosaccharide biosynthetic process; cellular process; hexose metabolic process; organic substance biosynthetic process; biosynthetic process; primary metabolic process; gluconeogenesis; phosphorus metabolic process; single-organism carbohydrate metabolic process; organic substance metabolic process; carbohydrate metabolic process; carbohydrate biosynthetic process; monosaccharide metabolic process; glucose metabolic process; metabolic process; phosphorylation; phosphate-containing compound metabolic process; cellular metabolic process; hexose biosynthetic process ","GO:0044424; GO:0005623; GO:0044464; GO:0005622; GO:0005737 ","intracellular part; cell; cell part; intracellular; cytoplasm ","GO:0000166; GO:0001882; GO:0001883; GO:0003824; GO:0004611; GO:0004612; GO:0005488; GO:0005524; GO:0016301; GO:0016740; GO:0016772; GO:0016829; GO:0016830; GO:0016831; GO:0017076; GO:0030554; GO:0032549; GO:0032550; GO:0032553; GO:0032555; GO:0032559; GO:0035639; GO:0036094; GO:0043167; GO:0043168; GO:0097159; GO:1901265; GO:1901363 ","nucleotide binding; nucleoside binding; purine nucleoside binding; catalytic activity; phosphoenolpyruvate carboxykinase activity; phosphoenolpyruvate carboxykinase (ATP) activity; binding; ATP binding; kinase activity; transferase activity; transferase activity, transferring phosphorus-containing groups; lyase activity; carbon-carbon lyase activity; carboxy-lyase activity; purine nucleotide binding; adenyl nucleotide binding; ribonucleoside binding; purine ribonucleoside binding; ribonucleotide binding; purine ribonucleotide binding; adenyl ribonucleotide binding; purine ribonucleoside triphosphate binding; small molecule binding; ion binding; anion binding; organic cyclic compound binding; nucleoside phosphate binding; heterocyclic compound binding ","0","0","0","0.0","3548000.0","0.0",
"632","1B-dyr12-07_GL0027504","6","1","0.0","COG0086","DNA-directed RNA polymerase, beta' subunit/160 kD subunit(1211)","Transcription","COG0086","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)","Transcription","00230","Purine metabolism ","GO:0090304; GO:0019438; GO:0044271; GO:0034641; GO:0043170; GO:0009987; GO:0044260; GO:1901576; GO:0009058; GO:0044238; GO:0006807; GO:0006351; GO:0006366; GO:0044249; GO:0016070; GO:0034654; GO:0071704; GO:0006139; GO:0034645; GO:0006725; GO:0032774; GO:1901360; GO:0010467; GO:0008152; GO:0046483; GO:0009059; GO:0044237; GO:0018130; GO:1901362 ","nucleic acid metabolic process; aromatic compound biosynthetic process; cellular nitrogen compound biosynthetic process; cellular nitrogen compound metabolic process; macromolecule metabolic process; cellular process; cellular macromolecule metabolic process; organic substance biosynthetic process; biosynthetic process; primary metabolic process; nitrogen compound metabolic process; transcription, DNA-dependent; transcription from RNA polymerase II promoter; cellular biosynthetic process; RNA metabolic process; nucleobase-containing compound biosynthetic process; organic substance metabolic process; nucleobase-containing compound metabolic process; cellular macromolecule biosynthetic process; cellular aromatic compound metabolic process; RNA biosynthetic process; organic cyclic compound metabolic process; gene expression; metabolic process; heterocycle metabolic process; macromolecule biosynthetic process; cellular metabolic process; heterocycle biosynthetic process; organic cyclic compound biosynthetic process ","GO:0000428; GO:0031981; GO:0043233; GO:0044422; GO:0044428; GO:0032991; GO:0030880; GO:0044424; GO:0070013; GO:0055029; GO:0043226; GO:0005623; GO:0043227; GO:0044464; GO:0043234; GO:0044446; GO:0016591; GO:0043231; GO:0043229; GO:0005634; GO:0044451; GO:0005622; GO:0005654; GO:0005665; GO:0031974 ","DNA-directed RNA polymerase complex; nuclear lumen; organelle lumen; organelle part; nuclear part; macromolecular complex; RNA polymerase complex; intracellular part; intracellular organelle lumen; nuclear DNA-directed RNA polymerase complex; organelle; cell; membrane-bounded organelle; cell part; protein complex; intracellular organelle part; DNA-directed RNA polymerase II, holoenzyme; intracellular membrane-bounded organelle; intracellular organelle; nucleus; nucleoplasm part; intracellular; nucleoplasm; DNA-directed RNA polymerase II, core complex; membrane-enclosed lumen ","GO:0001882; GO:0003676; GO:0003677; GO:0003824; GO:0003899; GO:0005488; GO:0008270; GO:0016740; GO:0016772; GO:0016779; GO:0032549; GO:0034062; GO:0036094; GO:0043167; GO:0043169; GO:0046872; GO:0046914; GO:0097159; GO:1901363 ","nucleoside binding; nucleic acid binding; DNA binding; catalytic activity; DNA-directed RNA polymerase activity; binding; zinc ion binding; transferase activity; transferase activity, transferring phosphorus-containing groups; nucleotidyltransferase activity; ribonucleoside binding; RNA polymerase activity; small molecule binding; ion binding; cation binding; metal ion binding; transition metal ion binding; organic cyclic compound binding; heterocyclic compound binding ","0","0","0","0.0","1.1792E7","0.0",
